,Unnamed: 0,Region/Country/Area,Región,Year,Series,Value,Footnotes,Source
2552,2637,591,Panama,2005,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2553,2638,591,Panama,2005,"Theft at the national level, rate per 100,000 population",419.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2554,2639,591,Panama,2005,"Robbery at the national level, rate per 100,000 population",157.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2555,2640,591,Panama,2005,"Total Sexual Violence at the national level, rate per 100,000",23.6,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2556,2641,591,Panama,2010,"Intentional homicide rates per 100,000",12.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2557,2642,591,Panama,2010,"Percentage of male and female intentional homicide victims, Male",23.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2558,2643,591,Panama,2010,"Percentage of male and female intentional homicide victims, Female",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2559,2644,591,Panama,2010,"Assault rate per 100,000 population",166.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2560,2645,591,Panama,2010,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2561,2646,591,Panama,2010,"Theft at the national level, rate per 100,000 population",501.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2562,2647,591,Panama,2010,"Robbery at the national level, rate per 100,000 population",260.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2563,2648,591,Panama,2010,"Total Sexual Violence at the national level, rate per 100,000",27.8,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2564,2649,591,Panama,2015,"Intentional homicide rates per 100,000",11.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2565,2650,591,Panama,2015,"Percentage of male and female intentional homicide victims, Male",20.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2566,2651,591,Panama,2015,"Percentage of male and female intentional homicide victims, Female",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2567,2652,591,Panama,2015,"Assault rate per 100,000 population",71.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2568,2653,591,Panama,2015,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2569,2654,591,Panama,2015,"Theft at the national level, rate per 100,000 population",475.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2570,2655,591,Panama,2015,"Robbery at the national level, rate per 100,000 population",205.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2571,2656,591,Panama,2015,"Total Sexual Violence at the national level, rate per 100,000",80.2,Break in the time series.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2572,2657,591,Panama,2016,"Intentional homicide rates per 100,000",9.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2573,2658,591,Panama,2016,"Percentage of male and female intentional homicide victims, Male",17.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2574,2659,591,Panama,2016,"Percentage of male and female intentional homicide victims, Female",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2575,2660,591,Panama,2016,"Assault rate per 100,000 population",62.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2576,2661,591,Panama,2016,"Kidnapping at the national level, rate per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2577,2662,591,Panama,2016,"Theft at the national level, rate per 100,000 population",396.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2578,2663,591,Panama,2016,"Robbery at the national level, rate per 100,000 population",191.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2579,2664,598,Papua New Guinea,2000,"Intentional homicide rates per 100,000",8.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2580,2665,598,Papua New Guinea,2007,"Intentional homicide rates per 100,000",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2581,2666,598,Papua New Guinea,2007,"Percentage of male and female intentional homicide victims, Male",11.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2582,2667,598,Papua New Guinea,2007,"Percentage of male and female intentional homicide victims, Female",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2583,2668,600,Paraguay,2005,"Intentional homicide rates per 100,000",15.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2584,2669,600,Paraguay,2005,"Assault rate per 100,000 population",38.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2585,2671,600,Paraguay,2010,"Intentional homicide rates per 100,000",11.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2586,2672,600,Paraguay,2010,"Percentage of male and female intentional homicide victims, Male",21.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2587,2673,600,Paraguay,2010,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2588,2674,600,Paraguay,2010,"Assault rate per 100,000 population",31.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2589,2676,600,Paraguay,2010,"Theft at the national level, rate per 100,000 population",502.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2590,2677,600,Paraguay,2010,"Robbery at the national level, rate per 100,000 population",220.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2591,2678,600,Paraguay,2010,"Total Sexual Violence at the national level, rate per 100,000",54.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2592,2679,600,Paraguay,2015,"Intentional homicide rates per 100,000",9.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2593,2680,600,Paraguay,2015,"Percentage of male and female intentional homicide victims, Male",16.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2594,2681,600,Paraguay,2015,"Percentage of male and female intentional homicide victims, Female",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2595,2682,600,Paraguay,2015,"Assault rate per 100,000 population",10.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2596,2684,600,Paraguay,2015,"Theft at the national level, rate per 100,000 population",572.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2597,2685,600,Paraguay,2015,"Robbery at the national level, rate per 100,000 population",317.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2598,2686,600,Paraguay,2015,"Total Sexual Violence at the national level, rate per 100,000",74.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2599,2687,600,Paraguay,2016,"Assault rate per 100,000 population",9.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2600,2689,600,Paraguay,2016,"Theft at the national level, rate per 100,000 population",630.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2601,2690,600,Paraguay,2016,"Robbery at the national level, rate per 100,000 population",331.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2602,2691,604,Peru,2005,"Assault rate per 100,000 population",53.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2603,2692,604,Peru,2005,"Kidnapping at the national level, rate per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2604,2693,604,Peru,2005,"Theft at the national level, rate per 100,000 population",189.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2605,2694,604,Peru,2005,"Robbery at the national level, rate per 100,000 population",165.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2606,2695,604,Peru,2010,"Assault rate per 100,000 population",64.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2607,2696,604,Peru,2010,"Kidnapping at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2608,2697,604,Peru,2010,"Theft at the national level, rate per 100,000 population",190.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2609,2698,604,Peru,2010,"Robbery at the national level, rate per 100,000 population",193.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2610,2699,604,Peru,2010,"Total Sexual Violence at the national level, rate per 100,000",18.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2611,2700,604,Peru,2015,"Intentional homicide rates per 100,000",7.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2612,2701,604,Peru,2015,"Percentage of male and female intentional homicide victims, Male",11.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2613,2702,604,Peru,2015,"Percentage of male and female intentional homicide victims, Female",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2614,2703,604,Peru,2015,"Assault rate per 100,000 population",79.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2615,2704,604,Peru,2015,"Kidnapping at the national level, rate per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2616,2705,604,Peru,2015,"Theft at the national level, rate per 100,000 population",301.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2617,2706,604,Peru,2015,"Robbery at the national level, rate per 100,000 population",264.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2618,2707,604,Peru,2015,"Total Sexual Violence at the national level, rate per 100,000",18.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2619,2708,604,Peru,2016,"Intentional homicide rates per 100,000",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2620,2709,604,Peru,2016,"Percentage of male and female intentional homicide victims, Male",12.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2621,2710,604,Peru,2016,"Percentage of male and female intentional homicide victims, Female",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2622,2711,604,Peru,2016,"Assault rate per 100,000 population",71.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2623,2712,604,Peru,2016,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2624,2713,604,Peru,2016,"Theft at the national level, rate per 100,000 population",298.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2625,2714,604,Peru,2016,"Robbery at the national level, rate per 100,000 population",241.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2626,2715,608,Philippines,2005,"Intentional homicide rates per 100,000",7.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2627,2716,608,Philippines,2005,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2628,2717,608,Philippines,2005,"Theft at the national level, rate per 100,000 population",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2629,2718,608,Philippines,2005,"Robbery at the national level, rate per 100,000 population",9.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2630,2719,608,Philippines,2010,"Intentional homicide rates per 100,000",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2631,2720,608,Philippines,2010,"Percentage of male and female intentional homicide victims, Male",16.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2632,2721,608,Philippines,2010,"Percentage of male and female intentional homicide victims, Female",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2633,2723,608,Philippines,2010,"Theft at the national level, rate per 100,000 population",77.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2634,2724,608,Philippines,2010,"Robbery at the national level, rate per 100,000 population",38.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2635,2725,608,Philippines,2010,"Total Sexual Violence at the national level, rate per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2636,2726,608,Philippines,2012,"Intentional homicide rates per 100,000",8.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2637,2727,608,Philippines,2012,"Percentage of male and female intentional homicide victims, Male",15.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2638,2728,608,Philippines,2012,"Percentage of male and female intentional homicide victims, Female",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2639,2730,608,Philippines,2012,"Theft at the national level, rate per 100,000 population",45.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2640,2731,608,Philippines,2012,"Robbery at the national level, rate per 100,000 population",27.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2641,2732,608,Philippines,2012,"Total Sexual Violence at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2642,2733,608,Philippines,2016,"Intentional homicide rates per 100,000",11.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2643,2734,608,Philippines,2016,"Theft at the national level, rate per 100,000 population",48.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2644,2735,608,Philippines,2016,"Robbery at the national level, rate per 100,000 population",20.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2645,2736,616,Poland,2005,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2646,2737,616,Poland,2005,"Percentage of male and female intentional homicide victims, Male",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2647,2738,616,Poland,2005,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2648,2739,616,Poland,2005,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2649,2740,616,Poland,2005,"Theft at the national level, rate per 100,000 population",726.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2650,2741,616,Poland,2005,"Robbery at the national level, rate per 100,000 population",109.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2651,2742,616,Poland,2010,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2652,2743,616,Poland,2010,"Percentage of male and female intentional homicide victims, Male",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2653,2744,616,Poland,2010,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2654,2745,616,Poland,2010,"Assault rate per 100,000 population",28.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2655,2746,616,Poland,2010,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2656,2747,616,Poland,2010,"Theft at the national level, rate per 100,000 population",532.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2657,2748,616,Poland,2010,"Robbery at the national level, rate per 100,000 population",50.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2658,2749,616,Poland,2010,"Total Sexual Violence at the national level, rate per 100,000",8.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2659,2750,616,Poland,2015,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2660,2751,616,Poland,2015,"Assault rate per 100,000 population",18.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2661,2752,616,Poland,2015,"Kidnapping at the national level, rate per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2662,2753,616,Poland,2015,"Theft at the national level, rate per 100,000 population",379.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2663,2754,616,Poland,2015,"Robbery at the national level, rate per 100,000 population",26.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2664,2755,616,Poland,2015,"Total Sexual Violence at the national level, rate per 100,000",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2665,2756,616,Poland,2016,"Intentional homicide rates per 100,000",0.7,"Data refer to offences, not victims, of intentional homicide.","United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2666,2757,616,Poland,2016,"Percentage of male and female intentional homicide victims, Male",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2667,2758,616,Poland,2016,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2668,2759,616,Poland,2016,"Assault rate per 100,000 population",19.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2669,2760,616,Poland,2016,"Theft at the national level, rate per 100,000 population",330.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2670,2761,616,Poland,2016,"Robbery at the national level, rate per 100,000 population",25.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2671,2762,620,Portugal,2005,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2672,2763,620,Portugal,2005,"Percentage of male and female intentional homicide victims, Male",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2673,2764,620,Portugal,2005,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2674,2765,620,Portugal,2005,"Assault rate per 100,000 population",371.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2675,2766,620,Portugal,2005,"Kidnapping at the national level, rate per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2676,2767,620,Portugal,2005,"Theft at the national level, rate per 100,000 population",869.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2677,2768,620,Portugal,2005,"Robbery at the national level, rate per 100,000 population",191.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2678,2769,620,Portugal,2005,"Total Sexual Violence at the national level, rate per 100,000",15.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2679,2770,620,Portugal,2010,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2680,2771,620,Portugal,2010,"Percentage of male and female intentional homicide victims, Male",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2681,2772,620,Portugal,2010,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2682,2773,620,Portugal,2010,"Assault rate per 100,000 population",8.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2683,2774,620,Portugal,2010,"Kidnapping at the national level, rate per 100,000",4.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2684,2775,620,Portugal,2010,"Theft at the national level, rate per 100,000 population",892.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2685,2776,620,Portugal,2010,"Robbery at the national level, rate per 100,000 population",191.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2686,2777,620,Portugal,2010,"Total Sexual Violence at the national level, rate per 100,000",20.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2687,2778,620,Portugal,2014,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2688,2779,620,Portugal,2014,"Percentage of male and female intentional homicide victims, Male",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2689,2780,620,Portugal,2014,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2690,2781,620,Portugal,2014,"Assault rate per 100,000 population",5.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2691,2782,620,Portugal,2014,"Kidnapping at the national level, rate per 100,000",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2692,2783,620,Portugal,2014,"Theft at the national level, rate per 100,000 population",869.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2693,2784,620,Portugal,2014,"Robbery at the national level, rate per 100,000 population",148.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2694,2785,620,Portugal,2014,"Total Sexual Violence at the national level, rate per 100,000",22.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2695,2786,620,Portugal,2015,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2696,2787,620,Portugal,2015,"Assault rate per 100,000 population",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2697,2788,620,Portugal,2015,"Kidnapping at the national level, rate per 100,000",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2698,2789,620,Portugal,2015,"Theft at the national level, rate per 100,000 population",829.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2699,2790,620,Portugal,2015,"Robbery at the national level, rate per 100,000 population",148.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2700,2791,620,Portugal,2015,"Total Sexual Violence at the national level, rate per 100,000",23.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2701,2792,620,Portugal,2016,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2702,2793,620,Portugal,2016,"Assault rate per 100,000 population",5.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2703,2794,620,Portugal,2016,"Kidnapping at the national level, rate per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2704,2795,620,Portugal,2016,"Theft at the national level, rate per 100,000 population",749.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2705,2796,620,Portugal,2016,"Robbery at the national level, rate per 100,000 population",128.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2706,2797,630,Puerto Rico,2005,"Intentional homicide rates per 100,000",20.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2707,2798,630,Puerto Rico,2005,"Percentage of male and female intentional homicide victims, Male",39.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2708,2799,630,Puerto Rico,2005,"Percentage of male and female intentional homicide victims, Female",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2709,2800,630,Puerto Rico,2010,"Intentional homicide rates per 100,000",27.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2710,2801,630,Puerto Rico,2010,"Percentage of male and female intentional homicide victims, Male",53.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2711,2802,630,Puerto Rico,2010,"Percentage of male and female intentional homicide victims, Female",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
